State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Louisiana,2017,203454.9,4678606,43486,22.0,3586138.9166666665,2107853.75,58.775,2000043.8333333333,55.78333333333333,107809.91666666667,5.108333333333333
Louisiana,2006,144684.4,4302665,33627,22.0,3198013.3333333335,2001406.0833333333,62.59166666666667,1918914.9166666667,60.00833333333333,82491.16666666667,4.133333333333334
Louisiana,1984,51456.4,4400474,11693,22.0,3184916.6666666665,1938388.5833333333,60.85,1740511.75,54.666666666666664,197876.83333333334,10.208333333333334
Louisiana,1980,37374.1,4223101,8850,22.0,2980666.6666666665,1777109.1666666667,59.625,1651814.4166666667,55.425000000000004,125294.75,7.05
Louisiana,2020,233715.0,4652022,50239,22.0,3591019.1666666665,2064665.4166666667,57.5,1886611.0,52.541666666666664,178054.41666666666,8.666666666666666
Louisiana,2022,250170.6,4588023,54527,22.0,3560267.6666666665,2087137.0,58.63333333333333,2011419.0,56.48333333333333,75718.0,3.625
Louisiana,2019,219278.0,4664558,47009,22.0,3584852.0833333335,2105341.3333333335,58.71666666666667,2008021.3333333333,56.025,97320.0,4.616666666666666
Louisiana,2018,212320.8,4670052,45464,22.0,3584904.0,2109533.4166666665,58.833333333333336,2007606.8333333333,56.0,101926.58333333333,4.825
Louisiana,2016,197411.9,4685605,42132,22.0,3583946.6666666665,2123908.75,59.26666666666667,1994883.75,55.65833333333333,129025.0,6.066666666666666
Louisiana,2015,198425.9,4670563,42484,22.0,3568063.1666666665,2150738.5833333335,60.28333333333333,2015528.3333333333,56.48333333333333,135210.25,6.291666666666667
Louisiana,2014,197729.8,4648811,42533,22.0,3546849.0,2141396.6666666665,60.375,2007559.6666666667,56.6,133837.0,6.25
Louisiana,2013,189741.3,4628228,40997,22.0,3525455.0,2101861.6666666665,59.60833333333334,1967289.1666666667,55.800000000000004,134572.5,6.416666666666667
Louisiana,2012,187190.7,4603574,40662,22.0,3502626.6666666665,2090238.5833333333,59.68333333333334,1948835.3333333333,55.625,141403.25,6.766666666666667
Louisiana,2011,178350.9,4577075,38966,22.0,3477805.0,2080086.5833333333,59.80833333333334,1925604.4166666667,55.375,154482.16666666666,7.433333333333334
Louisiana,2009,165305.6,4491648,36803,22.0,3388953.6666666665,2068387.6666666667,61.041666666666664,1927651.25,56.875,140736.41666666666,6.791666666666667
Louisiana,2008,170008.6,4435586,38328,22.0,3352738.9166666665,2064997.5,61.59166666666667,1968672.6666666667,58.73333333333333,96324.83333333333,4.666666666666667
Louisiana,2007,158433.0,4375581,36208,22.0,3288915.0833333335,2026434.4166666667,61.625,1943292.9166666667,59.09166666666667,83141.5,4.091666666666667
Louisiana,2005,137162.4,4576628,29970,22.0,3290373.3333333335,2077941.3333333333,63.23333333333333,1930058.3333333333,58.69166666666666,147883.0,7.058333333333334
Louisiana,2004,127386.9,4552238,27983,22.0,3341006.25,2029872.9166666667,60.75,1914214.1666666667,57.300000000000004,115658.75,5.7
Louisiana,2003,122009.9,4521042,26987,22.0,3326117.5,2024411.8333333333,60.86666666666667,1897125.6666666667,57.050000000000004,127286.16666666667,6.283333333333334
Louisiana,2002,118194.3,4497267,26281,22.0,3309706.9166666665,2014526.6666666667,60.875,1893792.75,57.21666666666667,120733.91666666667,5.991666666666667
Louisiana,2001,114767.4,4477875,25630,22.0,3296431.5833333335,2026342.5,61.458333333333336,1912999.9166666667,58.041666666666664,113342.58333333333,5.6000000000000005
Louisiana,2000,106907.7,4471885,23907,22.0,3289644.25,2026577.1666666667,61.6,1922256.4166666667,58.43333333333334,104320.75,5.15
Louisiana,1998,98863.5,4440344,22265,22.0,3262932.6666666665,2030200.1666666667,62.225,1917867.25,58.76666666666667,112332.91666666667,5.516666666666667
Louisiana,1997,94201.5,4421071,21307,22.0,3244010.4166666665,2007709.25,61.875,1889463.3333333333,58.24166666666667,118245.91666666667,5.883333333333333
Louisiana,1996,89604.0,4398877,20370,22.0,3219754.9166666665,1988915.5833333333,61.78333333333333,1860603.1666666667,57.800000000000004,128312.41666666667,6.458333333333333
Louisiana,1994,81800.6,4347481,18816,22.0,3166243.8333333335,1951491.75,61.61666666666667,1802400.4166666667,56.916666666666664,149091.33333333334,7.6499999999999995
Louisiana,1993,76792.1,4316428,17791,22.0,3143405.0,1909737.0833333333,60.76666666666667,1767305.4166666667,56.23333333333334,142431.66666666666,7.458333333333333
Louisiana,1991,68440.4,4253279,16091,22.0,3097060.5833333335,1905305.8333333333,61.51666666666667,1767260.9166666667,57.05833333333334,138044.91666666666,7.241666666666667
Louisiana,1992,73201.4,4293003,17051,22.0,3119232.8333333335,1924339.4166666667,61.69166666666666,1773591.25,56.85833333333333,150748.16666666666,7.833333333333333
Louisiana,1990,64855.0,4221532,15363,22.0,3072687.0,1866775.3333333333,60.74166666666667,1750296.8333333333,56.958333333333336,116478.5,6.233333333333333
Louisiana,1989,60256.0,4252896,14168,22.0,3155666.6666666665,1887770.3333333333,59.824999999999996,1739279.25,55.13333333333333,148491.08333333334,7.858333333333333
Louisiana,1987,53761.2,4344151,12376,22.0,3196750.0,1951363.75,61.025,1720658.75,53.833333333333336,230705.0,11.825000000000001
Louisiana,1986,53665.0,4406922,12177,22.0,3219416.6666666665,1973346.1666666667,61.300000000000004,1726414.6666666667,53.63333333333333,246931.5,12.516666666666666
Louisiana,1983,48426.2,4395311,11018,22.0,3163166.6666666665,1909803.75,60.38333333333333,1689396.9166666667,53.4,220406.83333333334,11.549999999999999
Louisiana,1982,46351.4,4352609,10649,22.0,3108666.6666666665,1867456.1666666667,60.074999999999996,1676642.9166666667,53.94166666666666,190813.25,10.216666666666667
Louisiana,1981,43061.1,4283297,10053,22.0,3045333.3333333335,1845999.75,60.625,1690363.0833333333,55.51666666666667,155636.66666666666,8.441666666666666
Louisiana,1979,32475.0,4139316,7846,22.0,2905500.0,1721881.6666666667,59.26666666666667,1607128.9166666667,55.30833333333334,114752.75,6.6499999999999995
Louisiana,1978,28630.8,4073288,7029,22.0,2836500.0,1668605.1666666667,58.824999999999996,1555159.25,54.824999999999996,113445.91666666667,6.8
Louisiana,1977,25031.4,4015582,6234,22.0,2775416.6666666665,1602197.0833333333,57.73333333333333,1490986.6666666667,53.71666666666667,111210.41666666667,6.933333333333334
Louisiana,1976,22415.5,3951636,5672,22.0,2707250.0,1531483.0833333333,56.56666666666666,1429838.5833333333,52.81666666666666,101644.5,6.641666666666667
Maine,1980,9655.3,1126860,8568,23.0,826083.3333333334,506460.1666666667,61.300000000000004,468653.4166666667,56.74166666666667,37806.75,7.4750000000000005
Maine,1984,13760.9,1155634,11908,23.0,865250.0,548450.0,63.39166666666667,514873.8333333333,59.51666666666667,33576.166666666664,6.125
Maine,2006,45226.0,1323619,34168,23.0,1050791.0,700844.75,66.71666666666667,667788.5833333334,63.550000000000004,33056.166666666664,4.716666666666667
Maine,2017,61740.1,1344851,45909,23.0,1106281.5,703758.4166666666,63.625,680081.8333333334,61.46666666666667,23676.583333333332,3.358333333333333
Maine,1985,14877.3,1162935,12793,23.0,874583.3333333334,555005.4166666666,63.46666666666667,524159.9166666667,59.925000000000004,30845.5,5.558333333333334
Maine,1995,26123.8,1243480,21009,23.0,955709.3333333334,639225.3333333334,66.88333333333334,601703.1666666666,62.958333333333336,37522.166666666664,5.875
Maine,1999,32675.4,1266808,25793,23.0,984264.0,669180.4166666666,67.98333333333333,642407.25,65.28333333333333,26773.166666666668,4.008333333333334
Maine,2021,80825.7,1378787,58621,23.0,1141889.5,684939.0833333334,59.96666666666667,653346.3333333334,57.23333333333333,31592.75,4.616666666666666
Maine,2010,50487.0,1327961,38018,23.0,1073082.5833333333,697749.5833333334,65.025,639057.9166666666,59.55833333333334,58691.666666666664,8.416666666666666
Maine,1988,19256.8,1203840,15996,23.0,914750.0,598233.5833333334,65.40833333333333,576259.6666666666,63.00833333333333,21973.916666666668,3.6833333333333336
Maine,1976,6447.0,1089960,5915,23.0,772833.3333333334,476392.6666666667,61.65,435159.5833333333,56.300000000000004,41233.083333333336,8.65
Maine,1977,7007.6,1105369,6340,23.0,790083.3333333334,480484.6666666667,60.81666666666666,440322.1666666667,55.73333333333334,40162.5,8.358333333333333
Maine,1978,7740.5,1115457,6939,23.0,805333.3333333334,485730.0833333333,60.31666666666666,454551.6666666667,56.458333333333336,31178.416666666668,6.416666666666667
Maine,1979,8589.1,1124927,7635,23.0,818416.6666666666,499195.0,60.99166666666667,466094.0833333333,56.949999999999996,33100.916666666664,6.625
Maine,1981,10638.5,1133033,9389,23.0,835333.3333333334,512495.4166666667,61.35833333333333,475390.9166666667,56.90833333333333,37104.5,7.241666666666667
Maine,1982,11562.9,1136683,10173,23.0,843166.6666666666,521616.25,61.85833333333333,476860.8333333333,56.55833333333334,44755.416666666664,8.583333333333334
Maine,1983,12470.5,1144772,10893,23.0,853500.0,534775.0,62.666666666666664,490467.0833333333,57.46666666666667,44307.916666666664,8.283333333333333
Maine,1986,16108.1,1170126,13766,23.0,883416.6666666666,565895.75,64.04166666666667,535914.75,60.65,29981.0,5.2749999999999995
Maine,1987,17414.6,1184577,14701,23.0,897916.6666666666,585644.4166666666,65.22500000000001,560018.5,62.35833333333333,25625.916666666668,4.366666666666666
Maine,1989,20984.2,1219961,17201,23.0,927500.0,612983.9166666666,66.08333333333333,588392.0,63.43333333333334,24591.916666666668,4.008333333333334
Maine,1990,21860.8,1231719,17748,23.0,939445.5,632166.4166666666,67.29166666666667,598248.9166666666,63.675000000000004,33917.5,5.358333333333333
Maine,1992,23295.1,1238508,18809,23.0,945376.6666666666,641027.5833333334,67.8,593994.25,62.824999999999996,47033.333333333336,7.333333333333333
Maine,1991,22261.8,1237081,17995,23.0,943988.0,640463.5833333334,67.84166666666667,590576.9166666666,62.56666666666666,49886.666666666664,7.783333333333334
Maine,1993,24056.4,1242302,19364,23.0,948932.0,630447.5,66.44166666666666,587503.9166666666,61.916666666666664,42943.583333333336,6.816666666666666
Maine,1994,25036.6,1242662,20148,23.0,951820.6666666666,626890.6666666666,65.85000000000001,585714.0833333334,61.53333333333333,41176.583333333336,6.566666666666666
Maine,1996,27577.6,1249060,22079,23.0,962848.0,654387.9166666666,67.96666666666667,619557.6666666666,64.35833333333333,34830.25,5.325
Maine,1997,29185.4,1254774,23260,23.0,970403.3333333334,658173.6666666666,67.80833333333332,624012.8333333334,64.3,34160.833333333336,5.191666666666666
Maine,1998,31264.4,1259127,24830,23.0,975875.3333333334,655515.9166666666,67.16666666666667,626270.9166666666,64.175,29245.0,4.458333333333333
Maine,2000,35091.4,1277072,27478,23.0,994236.3333333334,677436.6666666666,68.13333333333334,654913.3333333334,65.875,22523.333333333332,3.3333333333333335
Maine,2001,37055.0,1285692,28821,23.0,1004669.8333333334,674865.1666666666,67.175,649548.6666666666,64.64166666666667,25316.5,3.75
Maine,2002,38290.7,1295960,29546,23.0,1015879.25,678708.4166666666,66.825,648417.3333333334,63.81666666666666,30291.083333333332,4.458333333333333
Maine,2003,40162.9,1306513,30740,23.0,1026710.5833333334,684990.75,66.71666666666667,649742.25,63.28333333333333,35248.5,5.1499999999999995
Maine,2004,42164.5,1313688,32096,23.0,1035627.25,685844.8333333334,66.23333333333333,653933.5833333334,63.15,31911.25,4.658333333333333
Maine,2005,43103.5,1318787,32684,23.0,1043211.0,695227.6666666666,66.65833333333333,661175.75,63.375,34051.916666666664,4.891666666666667
Maine,2007,46979.3,1327040,35402,23.0,1056884.4166666667,699838.1666666666,66.20833333333333,667097.5833333334,63.125,32740.583333333332,4.691666666666666
Maine,2008,49175.8,1330509,36960,23.0,1062380.5833333333,702126.8333333334,66.075,664314.9166666666,62.53333333333333,37811.916666666664,5.3999999999999995
Maine,2009,49337.0,1329590,37107,23.0,1064931.5,697785.6666666666,65.51666666666667,639273.75,60.01666666666667,58511.916666666664,8.391666666666667
Maine,2011,52539.8,1330029,39503,23.0,1079355.75,698901.3333333334,64.75833333333334,644884.8333333334,59.74166666666667,54016.5,7.7250000000000005
Maine,2012,53227.3,1330899,39993,23.0,1082404.9166666667,700834.5,64.74166666666666,650424.6666666666,60.074999999999996,50409.833333333336,7.191666666666666
Maine,2013,53240.2,1332596,39952,23.0,1085150.4166666667,704333.0,64.89999999999999,657259.25,60.574999999999996,47073.75,6.683333333333334
Maine,2014,54984.6,1336530,41140,23.0,1089256.5,698028.5,64.08333333333333,659099.0,60.50833333333333,38929.5,5.558333333333334
Maine,2015,57356.5,1335653,42943,23.0,1091323.75,687900.9166666666,63.041666666666664,657691.4166666666,60.25833333333333,30209.5,4.383333333333334
Maine,2016,59286.8,1340177,44238,23.0,1094744.25,693937.8333333334,63.39166666666667,667738.3333333334,60.99166666666667,26199.5,3.775
Maine,2018,64463.2,1350525,47732,23.0,1112504.25,700863.6666666666,63.0,678538.9166666666,60.98333333333334,22324.75,3.1750000000000003
Maine,2019,67842.2,1357487,49976,23.0,1119828.1666666667,697941.0833333334,62.324999999999996,677490.8333333334,60.5,20450.25,2.9416666666666664
Maine,2022,83950.6,1389338,60425,23.0,1152551.3333333333,675071.9166666666,58.574999999999996,655215.5,56.85,19856.416666666668,2.941666666666667
Maine,2020,74042.4,1364517,54263,23.0,1128424.25,670736.3333333334,59.425000000000004,636566.3333333334,56.4,34170.0,5.116666666666667
Maryland,1988,96684.9,4657903,20757,24.0,3511166.6666666665,2458507.5833333335,70.0,2355523.4166666665,67.09166666666667,102984.16666666667,4.175
Maryland,2010,287359.4,5791559,49617,24.0,4488287.583333333,3078517.75,68.60000000000001,2837523.3333333335,63.225,240994.41666666666,7.825
Maryland,2021,426367.4,6175045,69047,24.0,4884468.25,3173826.75,64.96666666666667,3005606.0,61.53333333333333,168220.75,5.316666666666666
Maryland,1999,173125.8,5254509,32948,24.0,3954591.6666666665,2770467.9166666665,70.075,2674823.0833333335,67.64999999999999,95644.83333333333,3.4583333333333335
Maryland,1995,137086.6,5070033,27039,24.0,3822757.3333333335,2713365.5,70.99166666666666,2578152.9166666665,67.44166666666666,135212.58333333334,4.983333333333333
Maryland,1985,75465.7,4413072,17100,24.0,3339583.3333333335,2278342.25,68.23333333333333,2172999.9166666665,65.075,105342.33333333333,4.625
Maryland,2017,356079.0,6112835,58251,24.0,4799005.25,3243999.0833333335,67.60000000000001,3114401.8333333335,64.90833333333333,129597.25,4.0
Maryland,2006,254883.1,5627367,45293,24.0,4294114.75,2984216.0833333335,69.49166666666666,2859388.3333333335,66.58333333333333,124827.75,4.175
Maryland,1984,69586.5,4365246,15941,24.0,3288166.6666666665,2248115.5833333335,68.375,2128197.0833333335,64.70833333333333,119918.5,5.341666666666666
Maryland,1980,48519.3,4227643,11477,24.0,3145416.6666666665,2143067.0,68.11666666666666,2001505.8333333333,63.625,141561.16666666666,6.6000000000000005
Maryland,2020,400176.1,6173689,64820,24.0,4872205.333333333,3240248.3333333335,66.50833333333334,3030163.0833333335,62.175000000000004,210085.25,6.516666666666667
Maryland,2022,432933.4,6163981,70236,24.0,4887139.083333333,3170882.0,64.88333333333334,3068035.25,62.800000000000004,102846.75,3.233333333333334
Maryland,2019,380342.1,6163628,61707,24.0,4846180.75,3334178.1666666665,68.80833333333334,3221352.6666666665,66.47500000000001,112825.5,3.391666666666667
Maryland,2018,367831.3,6138786,59919,24.0,4823675.0,3270551.25,67.8,3145989.5833333335,65.21666666666667,124561.66666666667,3.8166666666666664
Maryland,2016,344195.1,6079669,56614,24.0,4715122.416666667,3156152.6666666665,66.925,3020666.1666666665,64.05,135486.5,4.291666666666667
Maryland,2015,332956.2,6049289,55041,24.0,4697560.833333333,3140166.0,66.83333333333333,2983590.6666666665,63.5,156575.33333333334,4.991666666666666
Maryland,2014,318983.1,6008975,53084,24.0,4670633.833333333,3124848.0833333335,66.9,2945698.75,63.074999999999996,179149.33333333334,5.733333333333333
Maryland,2013,309329.5,5962350,51880,24.0,4639291.75,3129499.5833333335,67.45833333333333,2925343.25,63.05833333333334,204156.33333333334,6.516666666666667
Maryland,2012,310420.4,5913919,52490,24.0,4601141.416666667,3121324.5833333335,67.83333333333333,2906879.5,63.18333333333334,214445.08333333334,6.866666666666667
Maryland,2011,303270.1,5854282,51803,24.0,4553234.833333333,3096908.0833333335,68.00833333333334,2870546.75,63.050000000000004,226361.33333333334,7.316666666666666
Maryland,2009,277623.6,5730388,48448,24.0,4397391.583333333,3050229.0,69.36666666666666,2819926.9166666665,64.11666666666666,230302.08333333334,7.55
Maryland,2008,278708.3,5684965,49026,24.0,4357177.916666667,3028385.0,69.5,2891045.75,66.35833333333333,137339.25,4.5249999999999995
Maryland,2005,242214.0,5592379,43311,24.0,4253902.583333333,2931630.75,68.91666666666667,2800381.4166666665,65.83333333333333,131249.33333333334,4.4750000000000005
Maryland,2007,265895.1,5653408,47033,24.0,4325591.083333333,2989779.9166666665,69.11666666666666,2878633.1666666665,66.54166666666667,111146.75,3.733333333333334
Maryland,2004,230279.2,5546935,41515,24.0,4206817.25,2884578.9166666665,68.575,2751687.6666666665,65.39166666666667,132891.25,4.616666666666666
Maryland,2003,215973.4,5496269,39295,24.0,4156956.5833333335,2880283.25,69.28333333333333,2742247.8333333335,65.95833333333333,138035.41666666666,4.8
Maryland,2002,206707.3,5440389,37995,24.0,4106698.6666666665,2872825.4166666665,69.94166666666666,2735451.5,66.61666666666666,137373.91666666666,4.7749999999999995
Maryland,2001,198926.9,5374691,37012,24.0,4049595.5833333335,2836137.0,70.02499999999999,2717226.4166666665,67.09166666666667,118910.58333333333,4.208333333333333
Maryland,2000,188437.2,5311034,35480,24.0,3994407.5833333335,2801499.8333333335,70.14166666666667,2702613.25,67.66666666666667,98886.58333333333,3.516666666666667
Maryland,1998,163509.0,5204464,31417,24.0,3919445.6666666665,2763437.5833333335,70.50833333333334,2646114.5,67.5,117323.08333333333,4.241666666666666
Maryland,1997,151432.8,5157328,29363,24.0,3889216.25,2771517.75,71.26666666666667,2638530.9166666665,67.83333333333333,132986.83333333334,4.808333333333334
Maryland,1996,143495.3,5111986,28070,24.0,3859320.0,2748690.25,71.21666666666667,2613078.4166666665,67.70833333333333,135611.83333333334,4.933333333333333
Maryland,1994,131300.7,5023060,26140,24.0,3794944.6666666665,2688909.0833333335,70.875,2548887.1666666665,67.16666666666667,140021.91666666666,5.2
