State,Year,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
New Hampshire,1978,41.2,213.0,8376.0,52.7,29.7,-1.33,-1.33,-1.33,-0.62,38.71
New Hampshire,1979,43.5,241.0,7599.0,53.7,33.2,0.36,-0.79,-0.06,0.15,47.63
New Hampshire,1980,41.7,250.0,8236.0,52.7,30.6,-2.52,-2.52,-2.52,-0.96,35.92
New Hampshire,1981,43.3,214.0,7731.0,53.9,32.6,1.61,1.61,1.08,0.82,49.44
New Hampshire,1982,42.0,158.0,8056.0,53.5,30.6,-0.43,1.35,0.61,-0.45,39.68
New Hampshire,1983,44.0,305.0,7494.0,54.7,33.3,-1.04,1.3,-0.23,0.99,56.45
New Hampshire,1984,43.6,275.0,7650.0,54.6,32.5,-0.86,2.85,1.8,0.3,47.7
New Hampshire,1985,42.4,186.0,7922.0,53.5,31.3,0.39,-2.06,-1.51,-0.51,38.64
New Hampshire,1986,42.7,138.0,7799.0,53.5,31.9,1.84,1.84,1.84,0.52,46.9
New Hampshire,1987,43.1,196.0,7746.0,54.0,32.1,0.05,0.05,-0.56,-0.1,43.16
New Hampshire,1988,42.7,333.0,7967.0,53.8,31.6,1.58,1.58,1.58,-0.16,41.17
New Hampshire,1989,41.7,224.0,8185.0,52.8,30.6,1.6,1.6,1.6,0.29,45.87
New Hampshire,1990,45.0,274.0,7108.0,55.9,34.1,2.95,2.95,2.95,1.08,53.75
New Hampshire,1991,44.5,264.0,7211.0,55.7,33.3,1.9,1.9,1.9,0.16,46.41
New Hampshire,1992,41.8,123.0,8093.0,52.5,31.1,0.53,-0.57,0.51,-0.32,38.99
New Hampshire,1993,42.5,263.0,7937.0,53.8,31.3,-1.76,-1.76,-1.76,-0.35,42.13
New Hampshire,1994,42.7,325.0,7934.0,53.8,31.6,0.4,0.4,0.4,-0.1,43.76
New Hampshire,1995,43.3,319.0,7749.0,54.1,32.5,-2.72,-2.72,-2.72,-0.29,43.66
New Hampshire,1996,43.0,237.0,7800.0,53.2,32.7,2.89,2.89,1.58,1.44,57.33
New Hampshire,1997,42.3,200.0,7958.0,53.0,31.6,2.45,2.45,2.45,0.08,43.12
New Hampshire,1998,46.0,277.0,6748.0,56.5,35.5,-0.31,1.77,1.24,0.22,47.57
New Hampshire,1999,45.4,370.0,7060.0,56.6,34.2,-2.34,-2.34,-2.34,-0.14,46.18
New Hampshire,2000,43.0,138.0,7688.0,53.5,32.4,-0.06,1.91,1.77,0.69,48.77
New Hampshire,2001,44.6,300.0,7273.0,56.1,33.0,-2.4,-2.4,-2.4,-1.33,34.87
New Hampshire,2002,44.5,338.0,7285.0,55.2,33.8,-2.2,-2.2,-1.73,-0.15,44.89
New Hampshire,2003,42.5,317.0,8041.0,53.2,31.8,0.85,-0.78,0.52,0.63,50.38
New Hampshire,2004,43.0,216.0,7716.0,53.6,32.4,1.83,1.83,1.83,0.0,43.24
New Hampshire,2005,44.0,403.0,7597.0,54.7,33.3,2.12,2.12,2.12,1.61,61.09
New Hampshire,2006,45.8,319.0,6864.0,55.8,35.7,5.55,5.55,5.55,1.4,58.25
New Hampshire,2007,43.1,244.0,7671.0,53.9,32.3,2.84,2.84,2.34,0.46,48.33
New Hampshire,2008,43.9,274.0,7534.0,54.5,33.1,4.92,4.92,4.92,1.99,60.78
New Hampshire,2009,43.0,192.0,7761.0,53.5,32.4,5.22,5.22,5.22,0.92,51.67
New Hampshire,2010,46.0,394.0,6831.0,56.1,35.8,1.36,1.36,-0.64,0.24,50.0
New Hampshire,2011,44.9,345.0,7185.0,55.4,34.5,3.76,3.76,3.76,1.36,57.49
New Hampshire,2012,46.6,372.0,6587.0,57.2,36.0,0.71,-0.69,0.56,-0.18,45.18
New Hampshire,2013,44.2,349.0,7470.0,54.8,33.6,2.05,2.05,1.97,0.2,45.76
New Hampshire,2014,43.1,248.0,7795.0,53.6,32.5,2.27,2.27,2.27,0.65,49.64
New Hampshire,2015,43.6,332.0,7599.0,55.0,32.3,0.87,-0.68,0.72,-0.2,44.01
New Hampshire,2016,45.7,377.0,6921.0,56.8,34.7,-1.79,-1.79,-1.79,-0.84,39.57
New Hampshire,2017,44.9,251.0,7100.0,55.3,34.6,1.41,1.41,1.41,0.39,49.17
New Hampshire,2018,44.5,441.0,7426.0,54.5,34.4,0.84,0.84,0.84,0.72,51.8
New Hampshire,2019,43.3,330.0,7725.0,53.8,32.7,2.28,2.28,2.04,0.62,50.25
New Hampshire,2020,45.9,417.0,6906.0,56.5,35.2,-1.65,-1.65,-1.65,-0.55,41.8
New Hampshire,2021,46.1,381.0,6788.0,56.1,36.0,2.44,2.44,2.26,0.06,45.98
New Hampshire,2022,45.4,421.0,7065.0,56.5,34.3,-1.37,-1.37,-1.37,-0.04,46.2
New Hampshire,2023,46.8,353.0,6493.0,56.4,37.1,3.86,3.86,3.86,1.26,56.26
New Jersey,1974,52.1,621.0,5469.0,62.3,41.9,0.35,0.35,-0.39,0.0,44.0
New Jersey,1975,52.8,704.0,5289.0,62.4,43.2,2.91,2.91,2.77,1.28,57.66
New Jersey,1976,51.1,633.0,5873.0,61.7,40.5,-1.68,-1.68,-1.61,-0.54,38.66
New Jersey,1977,51.8,716.0,5677.0,62.1,41.6,0.0,-1.99,-1.93,0.09,48.53
New Jersey,1978,50.2,622.0,6122.0,60.3,40.2,2.31,2.31,2.31,0.3,47.64
New Jersey,1979,51.6,610.0,5577.0,61.2,42.0,2.64,2.64,2.64,1.2,56.49
New Jersey,1980,51.6,859.0,5863.0,62.0,41.2,-1.84,-1.84,-1.84,-0.79,38.2
New Jersey,1981,51.5,694.0,5769.0,61.6,41.3,-2.18,-2.18,-2.18,-0.51,38.88
New Jersey,1982,51.4,546.0,5634.0,61.6,41.2,-0.51,-0.51,-0.51,-0.41,39.95
New Jersey,1983,52.6,834.0,5469.0,62.8,42.5,-1.46,1.0,-0.93,1.03,58.5
New Jersey,1984,52.2,708.0,5503.0,62.1,42.3,-0.56,3.15,2.45,0.35,49.13
New Jersey,1985,52.5,659.0,5361.0,62.7,42.4,0.47,-2.11,-1.24,-0.55,39.46
New Jersey,1986,52.3,664.0,5429.0,62.4,42.1,-1.29,-1.29,-1.08,-0.2,45.69
New Jersey,1987,52.4,770.0,5500.0,62.5,42.3,0.2,0.2,-0.34,-0.07,44.74
New Jersey,1988,51.6,829.0,5854.0,62.2,41.0,-1.61,-1.61,-1.61,-0.63,40.02
New Jersey,1989,51.5,709.0,5785.0,61.2,41.7,2.92,2.92,2.92,1.04,54.54
New Jersey,1990,54.5,705.0,4686.0,64.7,44.2,1.49,1.92,1.22,0.21,48.96
New Jersey,1991,54.4,885.0,4891.0,65.0,43.8,-1.27,-1.27,-1.03,-0.69,42.41
New Jersey,1992,51.2,499.0,5672.0,61.0,41.5,0.97,-0.96,0.49,0.01,41.7
New Jersey,1993,52.2,817.0,5606.0,62.4,42.1,-2.37,-2.37,-2.37,-0.21,44.71
New Jersey,1994,52.2,774.0,5593.0,62.8,41.6,0.66,1.63,1.21,0.17,47.31
New Jersey,1995,52.5,833.0,5526.0,62.6,42.3,-3.51,-3.51,-3.51,-0.67,39.7
New Jersey,1996,51.5,645.0,5684.0,61.2,41.9,2.39,2.39,2.21,1.53,59.18
New Jersey,1997,52.1,603.0,5476.0,62.4,41.7,1.82,1.82,1.17,-0.2,42.87
New Jersey,1998,55.2,834.0,4545.0,65.2,45.1,-1.4,-1.4,-1.4,-0.67,41.75
New Jersey,1999,54.1,950.0,5061.0,64.6,43.5,-3.79,-3.79,-3.79,-0.21,47.26
New Jersey,2000,52.2,604.0,5411.0,62.2,42.3,1.27,1.27,1.27,0.12,45.25
New Jersey,2001,53.6,762.0,5034.0,64.2,43.1,-0.61,-0.61,-0.61,-1.1,35.55
New Jersey,2002,54.3,933.0,4975.0,64.7,44.0,-3.59,-3.59,-3.59,-0.32,45.91
New Jersey,2003,51.8,766.0,5700.0,61.2,42.5,2.48,2.48,2.35,1.23,56.48
New Jersey,2004,53.0,779.0,5288.0,62.5,43.5,2.15,2.15,1.86,0.29,48.7
New Jersey,2005,53.5,1049.0,5401.0,63.5,43.4,-1.39,-1.39,-1.39,0.19,48.81
New Jersey,2006,55.0,852.0,4625.0,65.1,44.8,1.37,1.37,1.05,0.52,51.41
New Jersey,2007,53.6,868.0,5154.0,63.6,43.5,-0.89,1.11,-0.3,-0.12,46.93
New Jersey,2008,53.6,856.0,5162.0,64.0,43.3,-1.54,-1.54,-1.54,0.04,47.22
New Jersey,2009,52.7,676.0,5301.0,62.2,43.3,2.52,2.52,2.52,0.82,53.17
New Jersey,2010,54.7,1140.0,5018.0,64.7,44.7,-2.84,-2.84,-2.84,-0.55,44.6
New Jersey,2011,54.9,1030.0,4889.0,64.7,45.0,3.36,3.36,3.36,1.36,63.95
New Jersey,2012,55.9,1000.0,4450.0,65.7,46.0,-2.03,-2.03,-2.03,-0.64,41.99
New Jersey,2013,53.2,842.0,5259.0,62.8,43.6,2.21,2.21,2.21,0.15,46.38
New Jersey,2014,51.9,752.0,5630.0,62.0,41.9,-0.04,0.98,0.74,0.35,48.95
New Jersey,2015,53.9,1006.0,5185.0,64.1,43.6,-0.91,-0.91,-0.91,-0.39,43.86
New Jersey,2016,55.0,1059.0,4842.0,65.4,44.6,-2.0,-2.0,-2.0,-0.95,39.59
New Jersey,2017,54.6,834.0,4777.0,64.3,44.9,1.27,1.27,1.27,-0.17,44.92
New Jersey,2018,54.2,1077.0,5192.0,63.4,44.9,1.68,1.68,1.68,1.65,64.76
New Jersey,2019,54.3,1024.0,5090.0,64.0,44.5,-0.14,3.43,3.21,0.49,51.55
New Jersey,2020,55.5,1025.0,4615.0,65.2,45.8,0.72,0.72,0.72,0.14,49.85
New Jersey,2021,55.1,1021.0,4757.0,64.8,45.4,1.59,1.59,1.59,0.16,47.87
New Jersey,2022,54.3,1050.0,5082.0,64.8,43.9,-2.75,-2.75,-2.75,-0.47,44.05
New Jersey,2023,55.4,832.0,4447.0,65.5,45.4,0.46,-1.06,-0.19,0.24,50.45
New Mexico,1974,52.8,780.0,4890.0,67.9,37.6,0.55,-3.18,-2.48,-0.13,14.84
New Mexico,1975,51.4,636.0,5258.0,66.7,36.0,2.0,2.0,1.04,0.46,12.94
New Mexico,1976,51.9,670.0,5143.0,67.3,36.4,-2.3,-2.3,-2.3,-0.77,11.38
New Mexico,1977,53.7,941.0,4743.0,68.8,38.6,-0.76,-0.76,-0.07,-0.44,13.22
New Mexico,1978,53.2,875.0,4737.0,67.6,38.9,-1.53,-1.53,-1.53,0.45,16.48
New Mexico,1979,51.8,695.0,5127.0,66.8,36.8,4.74,4.74,4.74,1.06,14.45
New Mexico,1980,53.6,986.0,4780.0,68.9,38.4,-2.16,-2.16,-2.16,-0.3,12.19
New Mexico,1981,54.4,878.0,4400.0,69.3,39.4,1.14,-0.76,0.87,-0.38,15.22
New Mexico,1982,52.6,845.0,4951.0,66.9,38.3,0.03,-1.12,-0.89,0.09,15.01
New Mexico,1983,52.5,850.0,4995.0,66.7,38.3,1.26,1.26,-0.07,0.71,14.32
New Mexico,1984,52.4,797.0,4992.0,66.8,38.0,1.83,1.83,1.83,0.91,17.62
New Mexico,1985,52.8,800.0,4843.0,67.4,38.3,4.86,4.86,4.46,1.8,17.46
New Mexico,1986,53.6,744.0,4562.0,67.8,39.3,3.36,3.36,3.36,1.34,20.57
New Mexico,1987,51.9,695.0,5102.0,66.7,37.1,6.9,6.9,6.9,1.51,14.96
New Mexico,1988,52.6,735.0,4880.0,67.7,37.6,4.68,4.68,4.68,0.66,15.93
New Mexico,1989,54.0,888.0,4473.0,69.8,38.2,-2.17,-2.17,-1.78,-1.09,11.01
New Mexico,1990,53.3,860.0,4778.0,68.0,38.5,1.09,-1.12,0.4,0.25,15.96
New Mexico,1991,52.5,680.0,4881.0,66.9,38.1,2.73,2.73,2.73,1.3,19.02
New Mexico,1992,52.6,730.0,4923.0,67.1,38.0,5.92,5.92,5.92,1.29,15.53
New Mexico,1993,53.1,838.0,4737.0,68.0,38.3,3.8,3.8,3.8,0.5,14.1
New Mexico,1994,54.4,1108.0,4565.0,69.7,39.2,-2.02,-2.02,-2.02,-0.37,14.43
New Mexico,1995,54.3,871.0,4369.0,69.5,39.1,-1.32,-1.32,-1.32,-0.68,11.74
New Mexico,1996,54.7,1006.0,4364.0,70.0,39.4,1.07,-2.49,-1.01,-0.77,14.13
New Mexico,1997,52.9,920.0,4884.0,67.3,38.5,1.44,1.44,1.3,0.87,18.64
New Mexico,1998,54.2,1002.0,4595.0,69.2,39.2,-0.4,1.18,0.29,0.2,14.1
New Mexico,1999,54.3,802.0,4324.0,70.0,38.7,1.92,1.92,1.92,-0.32,14.95
New Mexico,2000,55.2,1125.0,4336.0,70.5,39.9,-4.09,-4.09,-4.09,-0.9,13.36
New Mexico,2001,54.6,1040.0,4489.0,69.6,39.5,-0.52,1.39,0.55,-0.15,11.82
New Mexico,2002,54.4,1093.0,4569.0,69.7,39.1,-4.53,-4.53,-4.53,-0.96,12.29
New Mexico,2003,55.5,1126.0,4198.0,70.9,40.1,-4.81,-4.81,-4.81,-1.66,9.07
New Mexico,2004,53.5,812.0,4613.0,67.9,39.2,0.22,-1.81,-0.93,0.51,17.25
New Mexico,2005,54.7,995.0,4339.0,69.5,39.9,-0.48,2.46,1.68,0.45,14.34
New Mexico,2006,54.7,979.0,4366.0,70.0,39.5,2.3,-1.58,1.16,-0.44,15.97
New Mexico,2007,54.2,995.0,4529.0,69.1,39.2,-0.61,1.14,0.15,-0.01,14.75
New Mexico,2008,53.6,848.0,4625.0,69.1,38.2,1.59,1.59,1.59,-0.22,13.74
New Mexico,2009,54.3,953.0,4468.0,69.6,38.9,-3.37,-3.37,-3.37,-1.16,11.94
New Mexico,2010,54.2,1043.0,4597.0,69.1,39.2,-0.23,2.17,1.81,0.4,14.82
New Mexico,2011,54.6,1223.0,4652.0,70.3,38.9,-6.03,-6.03,-6.03,-1.7,9.8
New Mexico,2012,56.0,1154.0,4112.0,71.8,40.1,-5.5,-5.5,-5.5,-1.91,8.41
New Mexico,2013,53.7,1036.0,4793.0,68.7,38.7,-4.56,-4.56,-3.97,-0.53,13.67
New Mexico,2014,54.8,987.0,4293.0,69.8,39.8,0.17,-3.45,-3.08,-0.99,13.2
New Mexico,2015,54.9,1064.0,4332.0,69.2,40.7,1.79,1.79,1.06,0.87,19.33
New Mexico,2016,55.5,1067.0,4134.0,70.6,40.5,-1.84,-1.84,-1.04,-0.78,12.94
New Mexico,2017,56.4,1030.0,3779.0,71.7,41.1,0.54,-0.57,0.5,-0.43,14.8
New Mexico,2018,55.5,1214.0,4264.0,70.7,40.3,-4.83,-4.83,-4.83,-1.19,12.72
New Mexico,2019,54.5,1120.0,4575.0,69.2,39.7,-2.74,-2.74,-2.74,-0.32,13.38
New Mexico,2020,56.0,1261.0,4166.0,71.6,40.4,-4.27,-4.27,-4.27,-1.68,8.35
New Mexico,2021,55.4,1073.0,4187.0,70.6,40.3,-3.13,-3.13,-2.89,-1.11,12.34
New Mexico,2022,54.6,1174.0,4584.0,69.7,39.5,-3.36,-3.36,-2.21,-0.73,14.11
New Mexico,2023,55.3,1284.0,4387.0,70.5,40.2,-3.85,-3.85,-3.85,-1.15,10.86
New York,1974,44.2,452.0,6451.0,54.2,34.2,1.62,1.62,1.62,0.58,42.27
New York,1975,45.5,526.0,6138.0,55.3,35.7,2.13,2.13,2.13,0.93,45.97
New York,1976,43.2,442.0,6767.0,53.5,32.9,4.53,4.53,4.53,1.38,47.81
New York,1977,44.5,493.0,6457.0,54.3,34.8,1.98,1.98,1.0,1.31,50.06
New York,1978,42.9,452.0,6948.0,53.2,32.6,-1.37,1.77,-0.34,-0.09,38.42
New York,1979,44.6,463.0,6382.0,54.3,34.9,0.4,-0.82,-0.05,0.47,43.97
New York,1980,43.6,595.0,6750.0,53.7,33.5,-1.24,-1.24,-1.24,-0.57,36.27
New York,1981,44.7,519.0,6504.0,54.4,34.9,0.2,-1.04,-0.49,0.15,40.15
New York,1982,44.4,384.0,6474.0,54.8,33.9,-0.65,-0.65,-0.65,-0.4,37.32
New York,1983,45.5,619.0,6211.0,55.5,35.6,-0.88,0.95,-0.43,0.45,45.6
New York,1984,45.2,528.0,6271.0,55.1,35.3,2.59,2.59,2.59,0.33,42.59
New York,1985,44.7,446.0,6281.0,54.6,34.8,-0.41,-1.67,-1.52,-0.15,38.93
New York,1986,45.1,417.0,6221.0,54.7,35.5,2.7,2.7,2.7,0.84,44.68
New York,1987,45.7,525.0,6215.0,55.6,35.7,0.55,-0.98,0.0,-0.13,39.54
New York,1988,44.8,624.0,6527.0,55.2,34.5,-1.42,-1.42,-0.49,-0.67,35.74
New York,1989,43.8,505.0,6650.0,53.9,33.7,1.61,1.61,1.24,0.41,42.8
New York,1990,47.3,516.0,5538.0,57.2,37.3,2.63,2.63,2.63,1.24,50.02
New York,1991,47.1,642.0,5646.0,57.4,36.8,-2.09,-2.09,-2.09,-0.91,37.08
New York,1992,43.8,325.0,6546.0,53.4,34.1,2.32,2.32,2.32,0.81,42.69
New York,1993,44.2,581.0,6517.0,54.3,34.0,-2.04,-2.04,-2.04,0.12,41.37
New York,1994,44.3,572.0,6477.0,54.7,34.0,2.36,2.36,2.36,0.46,42.11
New York,1995,45.2,625.0,6311.0,55.3,35.1,-3.76,-3.76,-3.76,-0.78,37.1
New York,1996,44.5,468.0,6492.0,54.0,35.1,2.81,2.81,2.2,1.64,50.83
New York,1997,44.3,450.0,6365.0,54.3,34.4,1.88,1.88,1.05,0.04,39.01
New York,1998,48.3,591.0,5334.0,58.0,38.7,-0.14,2.19,1.94,-0.04,41.41
New York,1999,46.9,709.0,5808.0,57.4,36.4,-3.53,-3.53,-3.53,-0.54,38.78
New York,2000,44.9,379.0,6292.0,54.6,35.2,3.22,3.22,3.22,1.06,46.25
New York,2001,46.9,570.0,5767.0,57.1,36.8,-2.2,-2.2,-2.2,-1.2,34.14
New York,2002,46.8,674.0,5792.0,56.7,36.9,-1.77,-1.77,-1.77,0.21,43.57
New York,2003,44.5,565.0,6551.0,54.4,34.7,1.67,1.67,1.67,1.16,48.02
New York,2004,45.2,490.0,6222.0,54.9,35.4,3.84,3.84,3.84,0.78,45.17
New York,2005,46.2,828.0,6222.0,56.4,36.1,0.95,0.95,-0.56,0.46,46.85
New York,2006,47.6,625.0,5463.0,57.1,38.1,3.18,3.18,3.18,1.14,48.9
New York,2007,45.7,592.0,6063.0,55.8,35.5,1.22,1.22,-0.84,0.27,44.47
New York,2008,45.8,599.0,6020.0,55.8,35.8,2.84,2.84,2.84,1.21,47.73
New York,2009,45.0,455.0,6216.0,54.9,35.1,3.52,3.52,3.52,0.45,42.37
New York,2010,47.3,816.0,5719.0,56.8,37.7,1.16,1.16,1.16,0.17,43.93
New York,2011,47.1,744.0,5743.0,56.8,37.5,5.09,5.09,5.09,2.0,55.71
New York,2012,48.8,730.0,5158.0,58.8,38.9,-2.57,-2.57,-2.57,-0.57,39.56
New York,2013,45.7,622.0,6081.0,55.4,36.1,2.26,2.26,2.26,0.57,43.99
New York,2014,44.5,545.0,6379.0,54.3,34.7,3.01,3.01,3.01,0.53,43.23
New York,2015,45.7,733.0,6060.0,56.2,35.2,-0.36,1.29,0.67,-0.22,40.64
New York,2016,47.7,801.0,5540.0,58.0,37.3,-1.76,-1.76,-1.65,-0.67,38.17
New York,2017,46.9,587.0,5605.0,56.6,37.3,2.97,2.97,2.97,0.9,47.38
New York,2018,46.2,803.0,6038.0,55.5,36.9,1.69,1.69,1.43,1.1,48.59
New York,2019,45.2,660.0,6125.0,55.2,35.4,3.2,3.2,3.15,1.03,48.22
New York,2020,47.8,769.0,5476.0,57.6,38.1,-0.82,0.8,-0.59,-0.44,39.28
New York,2021,47.7,746.0,5517.0,57.2,38.3,3.03,3.03,3.03,0.69,46.25
New York,2022,46.6,758.0,5849.0,57.1,36.0,-0.85,1.13,-0.2,0.2,43.13
New York,2023,48.2,623.0,5222.0,57.7,38.7,2.88,2.88,2.88,0.98,46.85
North Carolina,1974,59.0,1127.0,3235.0,70.3,47.8,1.9,1.9,1.9,0.54,52.28
North Carolina,1975,59.3,1353.0,3361.0,70.5,48.2,1.83,1.83,0.79,0.9,57.54
North Carolina,1976,57.3,1069.0,3807.0,69.3,45.3,0.32,-1.36,-0.51,-0.13,45.95
North Carolina,1977,58.3,1508.0,3849.0,69.7,46.9,-2.24,-2.24,-2.24,-0.24,48.81
North Carolina,1978,57.4,1345.0,4000.0,68.7,46.2,-0.02,1.63,1.4,-0.03,47.84
North Carolina,1979,57.6,1134.0,3737.0,68.7,46.5,1.63,1.63,0.81,1.24,58.73
North Carolina,1980,57.9,1481.0,3938.0,69.4,46.5,-1.93,-1.93,-1.93,-0.58,44.31
North Carolina,1981,57.2,1269.0,4033.0,68.9,45.4,-2.19,-2.19,-1.56,-0.71,40.76
North Carolina,1982,58.6,1245.0,3528.0,69.3,47.8,1.06,1.06,0.5,0.51,52.16
North Carolina,1983,57.9,1354.0,3883.0,69.0,46.7,-2.28,-2.28,-2.28,0.31,52.87
North Carolina,1984,58.6,1257.0,3495.0,69.8,47.4,-0.37,2.77,2.28,0.31,50.95
North Carolina,1985,59.2,1331.0,3377.0,70.3,48.1,0.95,-1.64,-0.34,-0.34,47.01
North Carolina,1986,59.8,1536.0,3335.0,70.9,48.7,-3.8,-3.8,-2.86,-1.56,38.89
North Carolina,1987,58.5,1522.0,3804.0,69.7,47.2,-2.62,-2.62,-2.62,-0.37,47.99
North Carolina,1988,57.3,1282.0,3993.0,69.0,45.6,-2.6,-2.6,-2.6,-0.79,39.9
North Carolina,1989,58.2,1285.0,3688.0,68.8,47.6,3.13,3.13,3.13,1.42,60.57
North Carolina,1990,61.1,1447.0,2763.0,72.7,49.4,-1.96,-1.96,-1.96,-0.5,48.6
North Carolina,1991,60.2,1508.0,3149.0,71.1,49.4,-0.21,-0.21,0.41,-0.38,47.87
North Carolina,1992,58.2,1148.0,3546.0,68.8,47.6,1.0,1.0,1.0,0.64,52.61
North Carolina,1993,58.7,1549.0,3718.0,69.8,47.6,-3.25,-3.25,-3.25,-0.74,46.14
North Carolina,1994,59.0,1256.0,3370.0,70.2,47.8,0.6,-0.72,0.45,0.18,50.11
North Carolina,1995,58.4,1393.0,3670.0,69.3,47.6,1.39,1.39,0.62,0.52,54.35
North Carolina,1996,57.8,1284.0,3823.0,68.6,46.9,1.52,1.52,1.52,0.97,56.79
North Carolina,1997,58.1,1151.0,3583.0,69.4,46.8,-1.36,-1.36,-1.36,-0.2,46.09
North Carolina,1998,60.8,1621.0,3037.0,71.8,49.9,-1.26,0.94,-0.82,-0.03,53.83
North Carolina,1999,59.7,1373.0,3213.0,71.2,48.2,-3.03,-3.03,-3.03,0.13,52.47
North Carolina,2000,58.4,1336.0,3660.0,69.8,47.0,-1.23,-1.23,-1.23,-0.48,44.36
North Carolina,2001,59.4,1258.0,3208.0,71.1,47.7,-1.43,-1.43,-0.74,-1.22,37.81
North Carolina,2002,60.0,1572.0,3326.0,71.1,48.8,-4.73,-4.73,-4.73,-0.7,47.53
North Carolina,2003,58.7,1301.0,3520.0,69.2,48.3,4.6,4.6,4.6,1.62,63.16
North Carolina,2004,59.3,1438.0,3397.0,69.9,48.8,1.2,1.2,1.2,0.0,49.15
North Carolina,2005,59.4,1531.0,3461.0,70.3,48.5,-0.34,-0.34,-0.34,-0.1,47.58
North Carolina,2006,59.8,1365.0,3135.0,71.3,48.3,0.69,0.69,-0.26,0.25,51.17
North Carolina,2007,60.5,1626.0,3116.0,72.4,48.6,-4.28,-4.28,-4.28,-2.12,34.75
North Carolina,2008,59.3,1396.0,3415.0,70.7,47.9,-3.91,-3.91,-3.85,-0.57,45.81
North Carolina,2009,58.9,1381.0,3530.0,69.4,48.3,-0.52,-1.7,-1.23,0.4,53.2
North Carolina,2010,59.0,1832.0,3882.0,70.2,47.8,-2.87,-2.87,-2.87,-0.75,46.27
North Carolina,2011,60.4,1651.0,3237.0,71.8,49.0,-2.94,-2.94,-2.68,-0.74,45.99
North Carolina,2012,60.7,1511.0,2955.0,71.8,49.6,-0.33,-1.65,-1.09,-0.46,46.62
North Carolina,2013,58.6,1272.0,3533.0,68.9,48.2,3.1,3.1,3.1,1.0,56.46
North Carolina,2014,58.4,1387.0,3716.0,69.2,47.4,0.06,0.99,0.2,0.19,50.08
North Carolina,2015,60.5,1638.0,3150.0,71.1,50.0,-1.72,-1.72,-1.72,0.5,58.32
North Carolina,2016,60.8,1765.0,3154.0,71.7,50.0,-1.31,-1.31,-1.31,-0.16,50.61
North Carolina,2017,61.0,1536.0,2896.0,71.9,50.1,-0.42,0.88,0.07,-0.29,47.96
North Carolina,2018,60.4,1808.0,3405.0,70.7,50.2,1.55,1.55,1.55,1.7,68.35
North Carolina,2019,61.3,1808.0,3064.0,72.1,50.6,-1.16,1.39,-0.29,-0.32,51.15
North Carolina,2020,60.8,1463.0,2904.0,71.1,50.6,2.77,2.77,2.77,1.66,66.55
North Carolina,2021,60.2,1490.0,3104.0,71.1,49.3,1.05,2.53,1.92,-0.2,47.6
North Carolina,2022,59.9,1531.0,3286.0,71.1,48.8,-2.09,-2.09,-2.09,-0.58,46.63
North Carolina,2023,60.7,1366.0,2848.0,71.8,49.6,-0.64,-0.64,0.58,-0.13,48.83
North Dakota,1974,39.9,426.0,9575.0,51.8,28.0,-0.49,1.91,0.98,0.09,15.62
North Dakota,1975,39.4,448.0,9690.0,50.4,28.4,4.27,4.27,4.27,1.54,21.26
North Dakota,1976,41.3,541.0,9214.0,54.2,28.4,-2.49,-2.49,-2.49,-0.97,12.29
North Dakota,1977,41.1,455.0,9187.0,52.6,29.5,0.06,-3.86,-3.73,0.13,21.31
North Dakota,1978,38.1,446.0,10178.0,49.6,26.7,2.77,2.77,2.76,0.51,17.89
North Dakota,1979,37.2,396.0,10513.0,48.7,25.8,-0.14,2.44,2.21,0.17,14.42
North Dakota,1980,41.2,442.0,9135.0,53.4,29.0,1.61,-3.22,-1.37,-0.79,16.75
North Dakota,1981,43.2,434.0,8386.0,55.2,31.3,-1.82,-2.29,-1.8,-0.69,17.08
North Dakota,1982,37.8,353.0,10206.0,49.0,26.7,1.14,1.14,0.86,1.31,21.42
North Dakota,1983,41.1,619.0,9307.0,51.9,30.4,3.1,3.1,2.85,0.67,15.72
North Dakota,1984,41.0,501.0,9232.0,52.4,29.7,-2.18,-2.18,-2.18,-0.15,15.89
North Dakota,1985,38.2,303.0,10018.0,50.0,26.5,1.01,-0.94,0.49,0.02,17.33
North Dakota,1986,41.7,390.0,8871.0,52.7,30.6,3.08,3.08,3.08,1.33,21.79
North Dakota,1987,45.0,498.0,7783.0,56.6,33.4,1.67,2.63,2.06,-0.19,16.1
North Dakota,1988,42.4,760.0,9016.0,55.4,29.5,-7.07,-7.07,-7.07,-2.14,11.43
North Dakota,1989,39.4,544.0,9869.0,51.6,27.2,-4.1,-4.1,-4.09,-0.94,14.33
North Dakota,1990,42.6,456.0,8627.0,55.2,29.9,-3.57,-3.57,-3.57,-1.15,15.07
North Dakota,1991,42.3,536.0,8824.0,53.7,30.9,-3.22,-3.22,-3.22,-0.34,19.72
North Dakota,1992,41.2,202.0,8916.0,52.6,29.9,-1.94,-1.94,-1.75,-0.57,14.72
