Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
2022,kentucky,WHEAT,375000.0,30000000.0,80.0,56.3,1304.0,4474.0,67.6,45.0,2.94,2.94,2.94,0.18,49.31
2022,maryland,WHEAT,170000.0,13260000.0,78.0,55.7,1212.0,4517.0,66.1,45.4,-0.51,-0.51,-0.51,-0.11,44.1
2022,michigan,WHEAT,415000.0,34445000.0,83.0,45.1,669.0,6708.0,54.9,35.3,-0.34,1.3,0.51,-0.15,32.62
2022,minnesota,WHEAT,1210000.0,73810000.0,61.0,40.0,496.0,9123.0,50.3,29.7,-0.94,0.8,-0.65,-0.12,26.83
2022,mississippi,WHEAT,75000.0,3900000.0,52.0,64.7,2337.0,2355.0,76.5,52.9,1.79,2.33,1.45,0.19,59.58
2022,missouri,WHEAT,410000.0,24600000.0,60.0,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26
2022,montana,WHEAT,4915000.0,139300000.0,28.3,42.1,313.0,8821.0,54.3,29.8,-3.39,-3.39,-3.15,-0.82,18.28
2022,nebraska,WHEAT,820000.0,26240000.0,32.0,49.7,1185.0,6403.0,63.7,35.6,-5.47,-5.47,-5.47,-2.04,15.62
2022,new jersey,WHEAT,22000.0,1540000.0,70.0,54.3,1050.0,5082.0,64.8,43.9,-2.75,-2.75,-2.75,-0.47,44.05
2022,new mexico,WHEAT,90000.0,1530000.0,17.0,54.6,1174.0,4584.0,69.7,39.5,-3.36,-3.36,-2.21,-0.73,14.11
2022,new york,WHEAT,100000.0,7200000.0,72.0,46.6,758.0,5849.0,57.1,36.0,-0.85,1.13,-0.2,0.2,43.13
2022,north carolina,WHEAT,375000.0,24000000.0,64.0,59.9,1531.0,3286.0,71.1,48.8,-2.09,-2.09,-2.09,-0.58,46.63
2022,north dakota,WHEAT,6135000.0,299900000.0,48.9,39.4,531.0,9856.0,50.7,28.1,-0.29,3.23,2.83,0.91,18.85
2022,ohio,WHEAT,465000.0,36735000.0,79.0,51.7,863.0,5698.0,62.0,41.5,2.39,2.39,2.39,0.26,40.24
2022,oklahoma,WHEAT,2450000.0,68600000.0,28.0,60.9,2284.0,3669.0,74.1,47.8,-2.48,-2.48,-2.48,-0.88,29.57
2022,oregon,WHEAT,715000.0,48620000.0,68.0,48.3,381.0,5291.0,60.2,36.4,-0.41,1.94,1.36,-0.29,29.5
2022,pennsylvania,WHEAT,210000.0,15330000.0,73.0,49.6,809.0,5707.0,60.3,38.9,-1.07,-1.07,-1.07,0.14,44.93
2022,south carolina,WHEAT,100000.0,5700000.0,57.0,63.8,1991.0,2502.0,75.0,52.6,-1.41,-1.41,-1.34,-0.44,45.43
2022,south dakota,WHEAT,1440000.0,72040000.0,50.0,45.2,840.0,7954.0,58.1,32.2,-0.55,-0.55,-0.55,-0.3,16.99
2022,tennessee,WHEAT,335000.0,24455000.0,73.0,58.5,1519.0,3820.0,70.0,47.1,-0.43,1.64,0.66,0.01,54.81
2022,texas,WHEAT,1300000.0,39000000.0,30.0,66.5,3224.0,1949.0,79.4,53.5,-5.08,-5.08,-4.14,-1.7,21.24
2022,utah,WHEAT,88000.0,3168000.0,36.0,49.5,700.0,7019.0,62.9,36.2,-4.65,-4.65,-4.55,-1.1,11.4
2022,virginia,WHEAT,150000.0,10200000.0,68.0,56.2,1188.0,,67.3,45.1,-0.01,-0.68,0.25,0.09,45.56
2022,washington,WHEAT,2270000.0,144020000.0,63.4,47.1,305.0,5788.0,56.9,37.3,-0.44,2.07,1.46,0.13,42.4
2022,wisconsin,WHEAT,235000.0,18330000.0,78.0,42.9,536.0,7747.0,53.1,32.7,-0.09,0.97,0.49,0.14,32.28
2022,wyoming,WHEAT,95000.0,1615000.0,17.0,42.0,393.0,8441.0,55.4,28.5,-4.33,-4.33,-4.33,-1.05,14.72
2023,alabama,WHEAT,145000.0,10875000.0,75.0,65.4,2076.0,2139.0,76.9,53.9,-0.17,-0.17,0.36,-0.54,50.96
2023,arizona,WHEAT,37000.0,3811000.0,103.0,60.8,3170.0,2063.0,75.0,46.4,-1.37,-1.37,-1.37,-0.11,11.06
2023,arkansas,WHEAT,165000.0,9405000.0,57.0,62.9,1931.0,2878.0,74.0,51.9,-0.02,1.06,0.72,0.04,52.37
2023,california,WHEAT,97000.0,8338000.0,86.0,58.2,849.0,3123.0,70.1,46.2,-0.24,2.11,1.36,0.44,27.14
2023,colorado,WHEAT,1820000.0,74620000.0,41.0,45.9,306.0,7168.0,59.6,32.2,2.47,2.47,2.47,0.46,19.05
2023,delaware,WHEAT,69000.0,6348000.0,92.0,57.9,1093.0,3825.0,67.8,47.9,0.11,-1.78,-1.24,-0.25,44.17
2023,georgia,WHEAT,85000.0,4675000.0,55.0,65.6,1740.0,2281.0,77.1,54.1,1.07,1.07,1.07,0.05,51.78
2023,idaho,WHEAT,1035000.0,89110000.0,86.1,43.9,561.0,6897.0,55.4,32.4,0.59,-0.6,0.54,-0.42,22.14
2023,illinois,WHEAT,780000.0,67860000.0,87.0,54.8,886.0,5315.0,65.3,44.3,-1.22,-1.22,-0.6,-0.63,34.49
2023,indiana,WHEAT,335000.0,30820000.0,92.0,54.4,845.0,4803.0,65.0,43.8,-0.62,-0.62,0.49,-0.57,37.05
2023,kansas,WHEAT,5750000.0,201250000.0,35.0,56.3,1596.0,4380.0,69.4,43.2,-3.04,-3.04,-3.04,-0.75,25.6
2023,kentucky,WHEAT,460000.0,40480000.0,88.0,58.1,1163.0,3675.0,69.3,46.9,1.14,1.14,1.14,-0.36,44.06
2023,maryland,WHEAT,195000.0,16575000.0,85.0,57.3,1106.0,3826.0,67.7,46.9,-2.33,-2.33,-2.33,-1.03,38.08
2023,michigan,WHEAT,560000.0,46480000.0,83.0,47.4,524.0,5883.0,56.8,38.0,1.08,1.08,1.08,-0.07,33.4
2023,minnesota,WHEAT,1260000.0,78120000.0,62.0,43.8,578.0,7820.0,54.1,33.6,-3.76,-3.76,-3.76,-0.88,24.04
2023,mississippi,WHEAT,95000.0,4940000.0,52.0,66.7,2564.0,1841.0,78.2,55.2,-1.23,-1.23,-1.23,-1.03,47.61
2023,missouri,WHEAT,600000.0,42000000.0,70.0,57.4,1350.0,4280.0,68.8,46.0,-1.12,-1.12,-0.03,-0.76,35.79
2023,montana,WHEAT,5025000.0,186705000.0,37.2,43.9,235.0,8189.0,55.6,32.1,-1.88,-1.88,-1.53,-0.55,18.38
2023,nebraska,WHEAT,880000.0,36960000.0,42.0,50.4,1115.0,5845.0,62.9,37.8,-2.95,-2.95,-2.58,-0.16,24.78
2023,new jersey,WHEAT,32000.0,2624000.0,82.0,55.4,832.0,4447.0,65.5,45.4,0.46,-1.06,-0.19,0.24,50.45
2023,new mexico,WHEAT,85000.0,935000.0,11.0,55.3,1284.0,4387.0,70.5,40.2,-3.85,-3.85,-3.85,-1.15,10.86
2023,new york,WHEAT,120000.0,9720000.0,81.0,48.2,623.0,5222.0,57.7,38.7,2.88,2.88,2.88,0.98,46.85
2023,north carolina,WHEAT,400000.0,28000000.0,70.0,60.7,1366.0,2848.0,71.8,49.6,-0.64,-0.64,0.58,-0.13,48.83
2023,north dakota,WHEAT,6530000.0,307845000.0,47.1,42.1,576.0,8915.0,53.1,31.0,0.65,0.65,-0.49,0.01,17.45
2023,ohio,WHEAT,590000.0,53100000.0,90.0,53.5,688.0,4880.0,63.9,43.2,1.21,1.21,1.21,-0.19,37.75
2023,oklahoma,WHEAT,2450000.0,68600000.0,28.0,61.8,2065.0,3166.0,74.3,49.4,1.64,1.64,1.64,0.42,36.92
2023,oregon,WHEAT,725000.0,40600000.0,56.0,48.1,346.0,5178.0,59.3,36.9,-1.69,-1.69,-1.69,-0.71,28.85
2023,pennsylvania,WHEAT,230000.0,17480000.0,76.0,51.5,659.0,4939.0,61.9,41.1,1.69,1.69,1.69,0.17,42.93
2023,south carolina,WHEAT,95000.0,5510000.0,58.0,64.3,1827.0,2141.0,75.4,53.2,1.55,1.55,1.55,0.39,51.63
2023,south dakota,WHEAT,1350000.0,60850000.0,45.1,46.8,813.0,7353.0,58.8,34.8,2.31,2.31,2.31,1.09,23.3
2023,tennessee,WHEAT,390000.0,31200000.0,80.0,60.0,1362.0,3154.0,71.1,48.8,1.93,1.93,1.93,-0.2,48.79
2023,texas,WHEAT,2100000.0,77700000.0,37.0,68.1,3379.0,1474.0,80.5,55.6,-4.65,-4.65,-4.65,-1.19,23.98
2023,utah,WHEAT,87000.0,4611000.0,53.0,48.5,550.0,7169.0,61.0,35.9,2.81,2.81,2.81,0.74,15.02
2023,virginia,WHEAT,135000.0,10530000.0,78.0,57.4,1073.0,,68.6,46.3,-0.17,-0.17,0.37,-0.34,41.39
2023,washington,WHEAT,2240000.0,113120000.0,50.5,48.4,269.0,5347.0,58.0,38.8,-3.47,-3.47,-3.47,-1.15,35.84
2023,wisconsin,WHEAT,230000.0,17480000.0,76.0,46.3,563.0,6631.0,56.3,36.3,-2.93,-2.93,-2.93,-0.58,30.13
2023,wyoming,WHEAT,90000.0,2700000.0,30.0,42.0,254.0,8247.0,54.7,29.4,3.24,3.24,3.24,1.05,18.88
1974,alabama,POTATOES,23000.0,27881000.0,145.0,63.1,1594.0,2517.0,75.0,51.2,1.99,1.99,1.99,0.68,60.4
1974,arizona,POTATOES,8600.0,11739000.0,260.0,59.5,2817.0,2282.0,73.9,45.1,-3.37,-3.37,-3.37,-0.67,10.99
1974,california,POTATOES,70500.0,147350000.0,351.0,57.6,751.0,3300.0,70.2,45.1,-0.48,1.17,0.24,-0.12,21.35
1974,colorado,POTATOES,40600.0,26661000.0,262.0,44.4,224.0,7459.0,58.6,30.2,-2.29,-2.29,-2.29,-0.67,14.61
1974,connecticut,POTATOES,2600.0,2093000.0,230.0,48.2,435.0,6276.0,58.5,37.9,-0.82,-0.82,-0.82,0.07,47.34
1974,delaware,POTATOES,6800.0,6970000.0,205.0,54.6,817.0,4693.0,65.0,44.3,-0.74,-0.74,-0.74,-0.53,38.73
1974,florida,POTATOES,30900.0,42733000.0,179.0,70.9,3282.0,573.0,82.0,59.8,1.42,1.42,1.42,-0.51,48.5
1974,idaho,POTATOES,342000.0,308541000.0,237.0,43.0,409.0,7103.0,55.0,31.0,-1.92,-1.92,-1.92,-0.55,22.67
1974,illinois,POTATOES,2100.0,1339000.0,150.0,51.6,673.0,6282.0,61.4,41.8,3.25,3.25,2.7,0.55,41.66
1974,indiana,POTATOES,7600.0,7728000.0,204.0,51.3,705.0,5812.0,61.2,41.4,1.69,1.69,1.18,0.47,42.1
1974,iowa,POTATOES,2900.0,2233000.0,200.0,47.6,679.0,6981.0,58.2,37.1,2.92,2.92,2.56,0.21,31.98
1974,louisiana,POTATOES,2800.0,1764000.0,90.0,66.5,2386.0,1538.0,77.0,56.1,2.51,2.51,2.33,0.83,66.68
1974,maine,POTATOES,140000.0,105560000.0,260.0,39.6,164.0,8400.0,49.7,29.5,3.16,3.16,2.81,0.37,42.94
1974,maryland,POTATOES,2000.0,1530000.0,150.0,54.2,807.0,4665.0,64.6,43.9,-0.58,-0.58,-0.58,-0.28,40.13
1974,massachusetts,POTATOES,4400.0,3080000.0,200.0,47.1,373.0,6585.0,57.4,36.8,0.72,0.72,-0.44,0.05,44.73
1974,michigan,POTATOES,42400.0,41175000.0,234.0,43.3,436.0,7225.0,53.3,33.3,1.73,1.73,1.73,0.49,32.51
1974,minnesota,POTATOES,93500.0,55803000.0,186.0,40.2,404.0,9007.0,50.9,29.4,-0.09,1.89,1.47,-0.2,23.53
1974,mississippi,POTATOES,1600.0,1414000.0,95.0,63.5,1837.0,2274.0,74.9,52.0,3.66,3.66,3.66,1.25,69.24
1974,montana,POTATOES,7000.0,8663000.0,250.0,42.4,148.0,8640.0,54.6,30.2,0.84,1.99,1.61,0.31,18.69
1974,nebraska,POTATOES,7400.0,5930000.0,208.0,49.2,933.0,6334.0,62.6,35.9,-0.79,1.89,0.65,-0.46,15.56
1974,nevada,POTATOES,8500.0,8129000.0,375.0,50.1,2101.0,3764.0,63.9,36.4,-2.8,-2.8,-2.8,-0.85,7.97
1974,new hampshire,POTATOES,700.0,504000.0,205.0,42.3,199.0,7969.0,53.3,31.4,-0.79,1.38,0.18,0.18,45.01
1974,new jersey,POTATOES,9000.0,10206000.0,270.0,52.1,621.0,5469.0,62.3,41.9,0.35,0.35,-0.39,0.0,44.0
1974,new mexico,POTATOES,4200.0,2478000.0,200.0,52.8,780.0,4890.0,67.9,37.6,0.55,-3.18,-2.48,-0.13,14.84
1974,new york,POTATOES,53800.0,52314000.0,255.0,44.2,452.0,6451.0,54.2,34.2,1.62,1.62,1.62,0.58,42.27
1974,north carolina,POTATOES,17500.0,15791000.0,155.0,59.0,1127.0,3235.0,70.3,47.8,1.9,1.9,1.9,0.54,52.28
1974,north dakota,POTATOES,135000.0,72293000.0,170.0,39.9,426.0,9575.0,51.8,28.0,-0.49,1.91,0.98,0.09,15.62
1974,ohio,POTATOES,14700.0,13334000.0,209.0,50.4,565.0,5937.0,60.5,40.3,1.93,1.93,1.93,0.63,40.5
1974,oregon,POTATOES,50000.0,67883000.0,350.0,47.0,194.0,5546.0,58.7,35.4,-1.29,1.18,-0.62,-0.41,31.96
1974,pennsylvania,POTATOES,32000.0,28704000.0,230.0,48.2,485.0,5945.0,58.5,37.8,1.62,1.62,1.62,0.48,43.45
1974,rhode island,POTATOES,4400.0,4136000.0,235.0,49.1,412.0,6177.0,58.5,39.6,-1.07,-1.07,-1.07,-0.15,42.83
1974,south dakota,POTATOES,5300.0,1261000.0,70.0,46.0,664.0,7559.0,59.3,32.6,-2.2,-2.2,-2.2,-1.24,13.05
1974,tennessee,POTATOES,5000.0,3510000.0,90.0,57.7,1064.0,3669.0,68.8,46.5,3.79,3.79,3.79,1.13,61.69
1974,texas,POTATOES,17600.0,29272000.0,182.0,64.5,2443.0,1915.0,76.9,52.1,1.67,-0.91,1.22,0.62,31.88
1974,utah,POTATOES,6300.0,5628000.0,235.0,47.7,449.0,7358.0,60.8,34.6,-3.23,-3.23,-3.23,-1.05,9.73
1974,vermont,POTATOES,1100.0,847000.0,220.0,41.2,156.0,8671.0,51.8,30.6,3.27,3.27,3.27,0.72,46.26
1974,virginia,POTATOES,30000.0,21060000.0,135.0,55.3,814.0,,66.4,44.1,0.84,1.08,0.35,0.14,42.31
1974,washington,POTATOES,98000.0,150234000.0,420.0,46.7,130.0,5851.0,56.7,36.8,-0.27,2.74,2.35,0.39,47.29
1974,west virginia,POTATOES,3300.0,1473000.0,77.0,51.8,549.0,5107.0,62.7,41.0,2.17,2.17,1.69,0.48,47.04
1974,wisconsin,POTATOES,50000.0,51100000.0,280.0,42.2,382.0,7946.0,52.5,31.8,-0.16,1.15,0.15,-0.05,28.98
1974,wyoming,POTATOES,6500.0,4584000.0,235.0,41.2,208.0,8540.0,54.5,28.0,-1.72,0.76,-1.52,-0.41,12.92
1975,alabama,POTATOES,19600.0,22755000.0,139.0,62.8,1659.0,2687.0,74.1,51.6,4.54,4.54,4.54,1.86,74.76
1975,arizona,POTATOES,6200.0,9114000.0,245.0,57.9,2477.0,2498.0,72.5,43.3,-1.83,-1.83,-1.82,-0.35,10.16
1975,california,POTATOES,59900.0,126460000.0,351.0,56.3,597.0,3613.0,68.7,43.8,1.25,1.25,0.89,0.07,20.94
1975,colorado,POTATOES,39700.0,40011000.0,264.0,43.5,209.0,7752.0,57.5,29.5,-0.33,0.99,0.37,0.14,16.54
1975,connecticut,POTATOES,2600.0,3588000.0,230.0,49.1,483.0,6029.0,58.9,39.2,1.04,1.04,1.0,0.9,56.35
1975,delaware,POTATOES,6300.0,7308000.0,200.0,55.2,958.0,4614.0,64.9,45.5,2.33,2.33,1.89,1.17,53.85
1975,florida,POTATOES,27500.0,24813000.0,194.0,71.2,3442.0,575.0,82.0,60.4,1.01,1.01,0.42,0.24,55.15
1975,idaho,POTATOES,322000.0,294281000.0,244.0,41.2,384.0,7717.0,52.0,30.4,2.68,2.68,2.68,1.41,29.12
1975,illinois,POTATOES,2800.0,2181000.0,190.0,52.0,845.0,6252.0,61.8,42.2,2.39,2.39,2.39,0.56,40.74
1975,indiana,POTATOES,7700.0,11066000.0,227.0,52.0,891.0,5721.0,61.8,42.1,2.24,2.24,2.24,0.73,44.7
1975,iowa,POTATOES,2700.0,2646000.0,200.0,47.4,843.0,7148.0,57.8,37.0,-0.75,0.8,-0.47,-0.23,30.06
1975,louisiana,POTATOES,2500.0,846000.0,75.0,66.1,2335.0,1671.0,76.6,55.6,4.95,4.95,4.95,1.07,66.76
1975,maine,POTATOES,122000.0,162382000.0,220.0,40.8,224.0,8090.0,51.3,30.3,-1.77,-1.77,-1.77,-0.26,41.39
1975,maryland,POTATOES,1800.0,1805000.0,170.0,54.6,958.0,4701.0,64.3,44.9,2.38,2.38,2.33,1.31,53.76
1975,massachusetts,POTATOES,3900.0,4000000.0,205.0,48.0,454.0,6322.0,58.0,38.0,1.41,1.41,1.41,1.08,55.75
1975,michigan,POTATOES,36400.0,44874000.0,222.0,44.6,527.0,6949.0,54.5,34.7,3.33,3.33,3.33,1.21,36.64
1975,minnesota,POTATOES,65100.0,50912000.0,181.0,40.1,489.0,9139.0,50.7,29.6,-0.68,1.07,-0.01,0.41,27.98
1975,mississippi,POTATOES,1500.0,1148000.0,90.0,63.3,1894.0,2406.0,74.3,52.3,4.9,4.9,4.9,1.36,68.53
1975,montana,POTATOES,7600.0,11537000.0,230.0,39.3,142.0,9703.0,50.6,28.1,4.65,4.65,4.65,2.2,25.42
1975,nebraska,POTATOES,7500.0,7278000.0,217.0,47.7,1012.0,6854.0,60.3,35.1,-1.44,-1.44,-1.4,-0.38,20.47
1975,nevada,POTATOES,12500.0,12994000.0,330.0,48.3,1819.0,4031.0,61.3,35.2,2.47,2.47,2.47,0.68,10.62
1975,new hampshire,POTATOES,400.0,644000.0,230.0,43.3,288.0,7709.0,54.3,32.4,0.79,0.79,0.79,0.5,49.41
1975,new jersey,POTATOES,7000.0,8122000.0,195.0,52.8,704.0,5289.0,62.4,43.2,2.91,2.91,2.77,1.28,57.66
1975,new mexico,POTATOES,3500.0,1890000.0,200.0,51.4,636.0,5258.0,66.7,36.0,2.0,2.0,1.04,0.46,12.94
1975,new york,POTATOES,47300.0,76459000.0,257.0,45.5,526.0,6138.0,55.3,35.7,2.13,2.13,2.13,0.93,45.97
1975,north carolina,POTATOES,16000.0,15592000.0,145.0,59.3,1353.0,3361.0,70.5,48.2,1.83,1.83,0.79,0.9,57.54
1975,north dakota,POTATOES,110000.0,73920000.0,160.0,39.4,448.0,9690.0,50.4,28.4,4.27,4.27,4.27,1.54,21.26
1975,ohio,POTATOES,13500.0,16814000.0,221.0,51.1,758.0,5839.0,61.0,41.3,2.05,2.05,1.77,0.97,42.92
1975,oregon,POTATOES,55500.0,77869000.0,440.0,45.8,130.0,5832.0,56.4,35.2,1.57,1.57,1.57,0.69,36.39
1975,pennsylvania,POTATOES,29000.0,39186000.0,235.0,48.9,604.0,5856.0,58.8,39.0,2.4,2.4,2.4,1.18,50.22
1975,rhode island,POTATOES,4100.0,4338000.0,235.0,49.9,468.0,5932.0,58.9,40.9,0.27,0.27,-0.3,0.74,53.25
1975,south dakota,POTATOES,5200.0,2033000.0,115.0,44.0,737.0,8222.0,56.0,31.9,-0.59,0.59,-0.53,0.09,18.34
1975,tennessee,POTATOES,4500.0,2873000.0,85.0,57.8,1257.0,3821.0,68.8,46.8,2.68,2.68,1.75,1.05,62.4
1975,texas,POTATOES,14100.0,21778000.0,211.0,63.8,2333.0,1968.0,76.4,51.1,5.2,5.2,5.2,0.85,27.27
1975,utah,POTATOES,5800.0,5580000.0,260.0,45.7,338.0,8040.0,58.3,33.2,-0.09,3.16,2.99,0.75,13.67
1975,vermont,POTATOES,1000.0,1528000.0,235.0,42.5,250.0,8269.0,53.1,31.8,0.39,-0.66,0.19,0.48,47.67
1975,virginia,POTATOES,20700.0,12319000.0,96.0,55.4,993.0,,66.2,44.5,2.21,2.21,1.78,1.17,52.06
1975,washington,POTATOES,105000.0,152145000.0,460.0,45.2,115.0,6286.0,54.7,35.7,1.18,1.18,1.18,0.9,50.92
1975,west virginia,POTATOES,2800.0,1424000.0,72.0,52.3,769.0,5176.0,62.9,41.6,2.11,2.11,1.71,0.92,51.04
1975,wisconsin,POTATOES,49500.0,80190000.0,300.0,42.6,504.0,7850.0,53.1,32.1,0.74,0.74,0.74,0.24,32.48
1975,wyoming,POTATOES,6800.0,6038000.0,240.0,39.4,200.0,9108.0,52.0,26.9,2.0,2.0,1.87,0.73,17.05
1976,alabama,POTATOES,19700.0,21967000.0,142.0,60.7,1424.0,3275.0,72.9,48.4,2.65,2.65,2.28,0.41,55.98
1976,arizona,POTATOES,6800.0,9290000.0,270.0,59.0,2534.0,2166.0,73.5,44.5,-1.72,-1.72,-1.72,-0.31,11.62
1976,california,POTATOES,66000.0,110161000.0,364.0,57.5,651.0,3037.0,70.5,44.4,-3.19,-3.19,-2.77,-1.52,11.75
1976,colorado,POTATOES,43800.0,30006000.0,257.0,44.7,230.0,7398.0,59.1,30.4,-1.22,-1.22,-1.22,-0.66,14.56
1976,connecticut,POTATOES,2500.0,3770000.0,260.0,47.6,442.0,6548.0,58.2,37.0,1.88,1.88,1.41,0.08,46.86
1976,delaware,POTATOES,6400.0,7110000.0,230.0,53.8,855.0,5077.0,64.4,43.1,-2.65,-2.65,-2.65,-0.5,38.43
1976,florida,POTATOES,31000.0,41931000.0,203.0,69.0,2961.0,861.0,80.0,58.0,-0.92,0.75,-0.65,0.24,51.63
1976,idaho,POTATOES,363000.0,260942000.0,244.0,42.1,315.0,7417.0,54.3,29.9,2.52,2.52,2.52,-0.39,20.29
1976,illinois,POTATOES,2800.0,1702000.0,190.0,50.4,703.0,6825.0,61.8,39.0,-1.34,-1.34,-1.34,-0.83,28.54
1976,indiana,POTATOES,8100.0,7523000.0,237.0,50.0,669.0,6260.0,61.3,38.7,0.15,0.15,-0.27,-0.41,32.61
1976,iowa,POTATOES,2500.0,1759000.0,185.0,47.4,737.0,7198.0,59.4,35.3,-2.1,-2.1,-2.1,-1.23,23.59
1976,louisiana,POTATOES,2300.0,882000.0,85.0,64.3,2092.0,2107.0,75.8,52.9,-0.35,-1.04,-0.36,-0.25,49.51
1976,maine,POTATOES,112000.0,135828000.0,245.0,39.5,182.0,8443.0,50.0,29.1,3.75,3.75,3.75,1.21,51.04
1976,maryland,POTATOES,1800.0,1515000.0,170.0,53.2,815.0,5106.0,63.8,42.5,-2.02,-2.02,-2.02,-0.11,40.53
1976,massachusetts,POTATOES,3500.0,4466000.0,220.0,46.6,388.0,6785.0,57.2,35.9,1.18,1.18,1.18,-0.18,42.45
1976,michigan,POTATOES,41600.0,40128000.0,231.0,42.6,446.0,7593.0,53.5,31.8,-1.99,0.92,-1.58,-0.85,27.92
1976,minnesota,POTATOES,75000.0,42209000.0,174.0,40.5,524.0,9133.0,52.8,28.2,-4.24,-4.24,-4.24,-2.21,15.87
1976,mississippi,POTATOES,1400.0,572000.0,95.0,61.4,1672.0,2899.0,73.6,49.3,-0.7,1.13,-0.23,-0.15,50.2
1976,montana,POTATOES,8400.0,8127000.0,215.0,42.7,155.0,8614.0,55.2,30.2,4.08,4.08,4.08,0.25,16.84
1976,nebraska,POTATOES,7100.0,6211000.0,229.0,49.0,993.0,6474.0,62.5,35.5,-2.48,-2.48,-2.48,-0.89,17.24
1976,nevada,POTATOES,14000.0,12502000.0,380.0,49.5,1742.0,3659.0,63.7,35.3,0.51,-1.3,-0.46,-0.42,9.9
1976,new hampshire,POTATOES,400.0,676000.0,260.0,41.7,228.0,8230.0,53.1,30.4,2.32,2.32,2.32,0.47,47.06
1976,new jersey,POTATOES,7600.0,8833000.0,260.0,51.1,633.0,5873.0,61.7,40.5,-1.68,-1.68,-1.61,-0.54,38.66
1976,new mexico,POTATOES,3200.0,1786000.0,180.0,51.9,670.0,5143.0,67.3,36.4,-2.3,-2.3,-2.3,-0.77,11.38
1976,new york,POTATOES,48800.0,65458000.0,277.0,43.2,442.0,6767.0,53.5,32.9,4.53,4.53,4.53,1.38,47.81
1976,north carolina,POTATOES,17000.0,12819000.0,140.0,57.3,1069.0,3807.0,69.3,45.3,0.32,-1.36,-0.51,-0.13,45.95
1976,north dakota,POTATOES,123000.0,59409000.0,140.0,41.3,541.0,9214.0,54.2,28.4,-2.49,-2.49,-2.49,-0.97,12.29
1976,ohio,POTATOES,13400.0,14693000.0,249.0,48.9,520.0,6464.0,59.9,37.9,1.14,1.14,1.14,0.11,33.96
1976,oregon,POTATOES,65600.0,78269000.0,441.0,46.4,109.0,5723.0,58.2,34.7,1.19,1.19,1.19,-0.93,22.66
1976,pennsylvania,POTATOES,28000.0,35700000.0,255.0,46.8,476.0,6425.0,57.6,36.0,1.24,1.24,0.17,0.3,41.68
1976,rhode island,POTATOES,3900.0,3803000.0,250.0,48.3,384.0,6458.0,58.1,38.5,1.1,1.1,1.1,-0.21,41.73
1976,south dakota,POTATOES,4400.0,915000.0,65.0,46.2,847.0,7709.0,59.7,32.6,-4.17,-4.17,-4.17,-1.55,12.77
1976,tennessee,POTATOES,4000.0,2926000.0,95.0,55.5,960.0,4387.0,67.6,43.4,1.23,1.23,0.39,0.04,47.5
1976,texas,POTATOES,16700.0,22480000.0,207.0,62.8,2119.0,2252.0,75.4,50.2,0.6,0.6,-0.35,0.23,30.65
1976,utah,POTATOES,5200.0,3869000.0,240.0,47.5,374.0,7517.0,61.1,33.9,-1.5,-1.5,-1.5,-0.96,9.18
1976,vermont,POTATOES,1100.0,1401000.0,205.0,40.5,148.0,8951.0,51.4,29.5,4.66,4.66,4.66,1.45,53.0
1976,virginia,POTATOES,23500.0,13674000.0,123.0,53.8,815.0,,65.7,41.9,-2.17,-2.17,-2.17,-0.07,41.32
1976,washington,POTATOES,124000.0,139500000.0,450.0,45.9,84.0,6037.0,55.8,36.0,2.31,2.31,2.31,-0.61,33.18
1976,west virginia,POTATOES,2600.0,1129000.0,76.0,49.8,479.0,5811.0,61.6,38.0,0.09,-1.51,-1.14,0.13,41.98
1976,wisconsin,POTATOES,53000.0,60712000.0,290.0,41.4,487.0,8392.0,53.4,29.4,-3.13,-3.13,-3.13,-1.84,21.06
1976,wyoming,POTATOES,6300.0,5868000.0,270.0,41.3,226.0,8522.0,54.6,28.0,2.17,2.17,2.17,0.08,14.53
1977,alabama,POTATOES,18000.0,18662000.0,112.0,62.5,2020.0,3161.0,74.4,50.6,-1.96,-1.96,-1.96,0.01,57.87
1977,arizona,POTATOES,6500.0,8986000.0,270.0,60.2,2855.0,2018.0,74.5,45.9,-2.35,-2.35,-2.35,-0.89,10.61
1977,california,POTATOES,60700.0,126189000.0,361.0,58.0,738.0,3056.0,70.6,45.4,0.34,-5.31,-4.88,-1.43,17.53
1977,colorado,POTATOES,43300.0,32519000.0,261.0,46.3,333.0,6993.0,60.3,32.2,-3.96,-3.96,-3.88,-1.7,15.83
1977,connecticut,POTATOES,2700.0,3575000.0,245.0,48.2,466.0,6327.0,58.3,38.0,-0.71,-0.71,-0.71,0.58,54.44
1977,delaware,POTATOES,6500.0,6309000.0,230.0,54.6,1020.0,4942.0,64.8,44.5,-3.09,-3.09,-3.09,-0.55,40.5
